MANDANT,OBJECTCLAS,OBJECTID,CHANGENR,TABNAME,TABKEY,FNAME,CHNGIND,VALUE_OLD,VALUE_NEW
M1,BELEG,M1V390435P18,123199,VBAK,M1V390435,LIFSK,U,ZA,nan
M1,BELEG,M1V390435P12,123206,VBAK,M1V390435,LIFSK,U,ZA,nan
M1,BELEG,M1V390435P3,123213,VBAK,M1V390435,LIFSK,U,ZA,nan
M1,BELEG,M1V390430P51,123220,VBAK,M1V390430,LIFSK,U,ZA,nan
M1,BELEG,M1V390430P28,123228,VBAK,M1V390430,LIFSK,U,ZA,nan
M1,BELEG,M1V390479P44,123243,VBAK,M1V390479,LIFSK,U,ZA,nan
M1,BELEG,M1V390476P60,123251,VBAK,M1V390476,LIFSK,U,ZA,nan
M1,BELEG,M1V390480P3,123258,VBAK,M1V390480,LIFSK,U,ZA,nan
M1,BELEG,M1V390462P3,123265,VBAK,M1V390462,LIFSK,U,ZA,nan
M1,BELEG,M1V390471P18,123273,VBAK,M1V390471,LIFSK,U,ZA,nan
M1,BELEG,M1V390468P28,123280,VBAK,M1V390468,LIFSK,U,ZA,nan
M1,BELEG,M1V390468P18,123288,VBAK,M1V390468,LIFSK,U,ZA,nan
M1,BELEG,M1V390387P51,123296,VBAK,M1V390387,LIFSK,U,ZA,nan
M1,BELEG,M1V390399P18,123304,VBAK,M1V390399,LIFSK,U,ZA,nan
M1,BELEG,M1V390371P12,123318,VBAK,M1V390371,LIFSK,U,ZA,nan
M1,BELEG,M1V390384P51,123326,VBAK,M1V390384,LIFSK,U,ZA,nan
M1,BELEG,M1V390384P44,123334,VBAK,M1V390384,LIFSK,U,ZA,nan
M1,BELEG,M1V390419P2141,123342,VBAK,M1V390419,LIFSK,U,ZA,nan
M1,BELEG,M1V301152P70,123350,VBAK,M1V301152,LIFSK,U,ZA,nan
M1,BELEG,M1V390428P18,123358,VBAK,M1V390428,LIFSK,U,ZA,nan
M1,BELEG,M1V390426P70,123366,VBAK,M1V390426,LIFSK,U,ZA,nan
M1,BELEG,M1V390424P18,123374,VBAK,M1V390424,LIFSK,U,ZA,nan
M1,BELEG,M1V390412P865,123382,VBAK,M1V390412,LIFSK,U,ZA,nan
M1,BELEG,M1V389335P12,123389,VBAK,M1V389335,LIFSK,U,ZA,nan
M1,BELEG,M1V389335P3,123396,VBAK,M1V389335,LIFSK,U,ZA,nan
M1,BELEG,M1V389333P51,123403,VBAK,M1V389333,LIFSK,U,ZA,nan
M1,BELEG,M1V389317P3,123410,VBAK,M1V389317,LIFSK,U,ZA,nan
M1,BELEG,M1V389315P3,123417,VBAK,M1V389315,LIFSK,U,ZA,nan
M1,BELEG,M1V389319P12,123425,VBAK,M1V389319,LIFSK,U,ZA,nan
M1,BELEG,M1V389344P180,123433,VBAK,M1V389344,LIFSK,U,ZA,nan
M1,BELEG,M1V389352P3,123441,VBAK,M1V389352,LIFSK,U,ZA,nan
M1,BELEG,M1V389258P12,123448,VBAK,M1V389258,LIFSK,U,ZA,nan
M1,BELEG,M1V389258P3,123455,VBAK,M1V389258,LIFSK,U,ZA,nan
M1,BELEG,M1V389261P44,123463,VBAK,M1V389261,LIFSK,U,ZA,nan
M1,BELEG,M1V389313P3,123470,VBAK,M1V389313,LIFSK,U,ZA,nan
M1,BELEG,M1V389307P12,123478,VBAK,M1V389307,LIFSK,U,ZA,nan
M1,BELEG,M1V389289P60,123485,VBAK,M1V389289,LIFSK,U,ZA,nan
M1,BELEG,M1V389289P18,123492,VBAK,M1V389289,LIFSK,U,ZA,nan
M1,BELEG,M1V389289P12,123499,VBAK,M1V389289,LIFSK,U,ZA,nan
M1,BELEG,M1V389428P28,123506,VBAK,M1V389428,LIFSK,U,ZA,nan
M1,BELEG,M1V1760P1427,123527,VBAK,M1V1760,LIFSK,U,ZA,nan
M1,BELEG,M1V301055P28,123535,VBAK,M1V301055,LIFSK,U,ZA,nan
M1,BELEG,M1V389432P36,123543,VBAK,M1V389432,LIFSK,U,ZA,nan
M1,BELEG,M1V389432P28,123551,VBAK,M1V389432,LIFSK,U,ZA,nan
M1,BELEG,M1V389430P3,123565,VBAK,M1V389430,LIFSK,U,ZA,nan
M1,BELEG,M1V389409P3,123572,VBAK,M1V389409,LIFSK,U,ZA,nan
M1,BELEG,M1V389406P44,123580,VBAK,M1V389406,LIFSK,U,ZA,nan
M1,BELEG,M1V389414P12,123587,VBAK,M1V389414,LIFSK,U,ZA,nan
M1,BELEG,M1V389413P3,123595,VBAK,M1V389413,LIFSK,U,ZA,nan
M1,BELEG,M1V389446P60,123603,VBAK,M1V389446,LIFSK,U,ZA,nan
M1,BELEG,M1V301141P44,123611,VBAK,M1V301141,LIFSK,U,ZA,nan
M1,BELEG,M1V389439P12,123618,VBAK,M1V389439,LIFSK,U,ZA,nan
M1,BELEG,M1V389434P44,123626,VBAK,M1V389434,LIFSK,U,ZA,nan
M1,BELEG,M1V301055P36,123634,VBAK,M1V301055,LIFSK,U,ZA,nan
M1,BELEG,M1V389441P70,123641,VBAK,M1V389441,LIFSK,U,ZA,nan
M1,BELEG,M1V301047P3,123648,VBAK,M1V301047,LIFSK,U,ZA,nan
M1,BELEG,M1V389372P18,123656,VBAK,M1V389372,LIFSK,U,ZA,nan
M1,BELEG,M1V389360P3,123677,VBAK,M1V389360,LIFSK,U,ZA,nan
M1,BELEG,M1V389399P18,123691,VBAK,M1V389399,LIFSK,U,ZA,nan
M1,BELEG,M1V389399P12,123698,VBAK,M1V389399,LIFSK,U,ZA,nan
M1,BELEG,M1V389399P3,123705,VBAK,M1V389399,LIFSK,U,ZA,nan
M1,BELEG,M1V389398P44,123713,VBAK,M1V389398,LIFSK,U,ZA,nan
M1,BELEG,M1V301050P12,123720,VBAK,M1V301050,LIFSK,U,ZA,nan
M1,BELEG,M1V389398P28,123728,VBAK,M1V389398,LIFSK,U,ZA,nan
M1,BELEG,M1V389395P28,123735,VBAK,M1V389395,LIFSK,U,ZA,nan
M1,BELEG,M1V389395P12,123743,VBAK,M1V389395,LIFSK,U,ZA,nan
M1,BELEG,M1V389400P44,123751,VBAK,M1V389400,LIFSK,U,ZA,nan
M1,BELEG,M1V389388P18,123759,VBAK,M1V389388,LIFSK,U,ZA,nan
M1,BELEG,M1V389390P12,123767,VBAK,M1V389390,LIFSK,U,ZA,nan
M1,BELEG,M1V391612P4896,123774,VBAK,M1V391612,LIFSK,U,ZA,nan
M1,BELEG,M1V391612P4834,123781,VBAK,M1V391612,LIFSK,U,ZA,nan
M1,BELEG,M1V301264P12,123788,VBAK,M1V301264,LIFSK,U,ZA,nan
M1,BELEG,M1V391615P18,123795,VBAK,M1V391615,LIFSK,U,ZA,nan
M1,BELEG,M1V391612P4964,123801,VBAK,M1V391612,LIFSK,U,ZA,nan
M1,BELEG,M1V391608P3,123808,VBAK,M1V391608,LIFSK,U,ZA,nan
M1,BELEG,M1V391605P5042,123815,VBAK,M1V391605,LIFSK,U,ZA,nan
M1,BELEG,M1V391605P5007,123822,VBAK,M1V391605,LIFSK,U,ZA,nan
M1,BELEG,M1V391605P4685,123836,VBAK,M1V391605,LIFSK,U,ZA,nan
M1,BELEG,M1V391605P2820,123844,VBAK,M1V391605,LIFSK,U,ZA,nan
M1,BELEG,M1V391635P3,123859,VBAK,M1V391635,LIFSK,U,ZA,nan
M1,BELEG,M1V391632P3,123867,VBAK,M1V391632,LIFSK,U,ZA,nan
M1,BELEG,M1V391618P2141,123875,VBAK,M1V391618,LIFSK,U,ZA,nan
M1,BELEG,M1V391630P18,123883,VBAK,M1V391630,LIFSK,U,ZA,nan
M1,BELEG,M1V391630P12,123891,VBAK,M1V391630,LIFSK,U,ZA,nan
M1,BELEG,M1V391629P18,123898,VBAK,M1V391629,LIFSK,U,ZA,nan
M1,BELEG,M1V391629P12,123905,VBAK,M1V391629,LIFSK,U,ZA,nan
M1,BELEG,M1V391562P3,123912,VBAK,M1V391562,LIFSK,U,ZA,nan
M1,BELEG,M1V391559P160,123920,VBAK,M1V391559,LIFSK,U,ZA,nan
M1,BELEG,M1V391559P70,123927,VBAK,M1V391559,LIFSK,U,ZA,nan
M1,BELEG,M1V391570P3,123934,VBAK,M1V391570,LIFSK,U,ZA,nan
M1,BELEG,M1V391548P3,123941,VBAK,M1V391548,LIFSK,U,ZA,nan
M1,BELEG,M1V391543P60,123949,VBAK,M1V391543,LIFSK,U,ZA,nan
M1,BELEG,M1V301260P44,123957,VBAK,M1V301260,LIFSK,U,ZA,nan
M1,BELEG,M1V391559P60,123964,VBAK,M1V391559,LIFSK,U,ZA,nan
M1,BELEG,M1V391559P51,123971,VBAK,M1V391559,LIFSK,U,ZA,nan
M1,BELEG,M1V391559P44,123978,VBAK,M1V391559,LIFSK,U,ZA,nan
M1,BELEG,M1V391559P36,123985,VBAK,M1V391559,LIFSK,U,ZA,nan
M1,BELEG,M1V391558P3,123993,VBAK,M1V391558,LIFSK,U,ZA,nan
M1,BELEG,M1V301260P60,124001,VBAK,M1V301260,LIFSK,U,ZA,nan
M1,BELEG,M1V391595P865,124008,VBAK,M1V391595,LIFSK,U,ZA,nan
M1,BELEG,M1V391601P3,124023,VBAK,M1V391601,LIFSK,U,ZA,nan
M1,BELEG,M1V391596P3,124031,VBAK,M1V391596,LIFSK,U,ZA,nan
M1,BELEG,M1V391579P12,124039,VBAK,M1V391579,LIFSK,U,ZA,nan
M1,BELEG,M1V391578P51,124046,VBAK,M1V391578,LIFSK,U,ZA,nan
M1,BELEG,M1V391586P100,124053,VBAK,M1V391586,LIFSK,U,ZA,nan
M1,BELEG,M1V391583P12,124060,VBAK,M1V391583,LIFSK,U,ZA,nan
M1,BELEG,M1V391583P3,124067,VBAK,M1V391583,LIFSK,U,ZA,nan
M1,BELEG,M1V392525P36,124074,VBAK,M1V392525,LIFSK,U,ZA,nan
M1,BELEG,M1V392525P28,124081,VBAK,M1V392525,LIFSK,U,ZA,nan
M1,BELEG,M1V392525P18,124088,VBAK,M1V392525,LIFSK,U,ZA,nan
M1,BELEG,M1V392525P12,124095,VBAK,M1V392525,LIFSK,U,ZA,nan
M1,BELEG,M1V392525P3,124102,VBAK,M1V392525,LIFSK,U,ZA,nan
M1,BELEG,M1V392525P160,124110,VBAK,M1V392525,LIFSK,U,ZA,nan
M1,BELEG,M1V392525P150,124118,VBAK,M1V392525,LIFSK,U,ZA,nan
M1,BELEG,M1V392511P3,124126,VBAK,M1V392511,LIFSK,U,ZA,nan
M1,BELEG,M1V392506P12,124134,VBAK,M1V392506,LIFSK,U,ZA,nan
M1,BELEG,M1V392541P44,124142,VBAK,M1V392541,LIFSK,U,ZA,nan
M1,BELEG,M1V301357P18,124149,VBAK,M1V301357,LIFSK,U,ZA,nan
M1,BELEG,M1V1813P865,124156,VBAK,M1V1813,LIFSK,U,ZA,nan
M1,BELEG,M1V392530P36,124164,VBAK,M1V392530,LIFSK,U,ZA,nan
M1,BELEG,M1V301352P12,124171,VBAK,M1V301352,LIFSK,U,ZA,nan
M1,BELEG,M1V392472P12,124192,VBAK,M1V392472,LIFSK,U,ZA,nan
M1,BELEG,M1V392472P3,124199,VBAK,M1V392472,LIFSK,U,ZA,nan
M1,BELEG,M1V301343P3,124206,VBAK,M1V301343,LIFSK,U,ZA,nan
M1,BELEG,M1V392477P100,124214,VBAK,M1V392477,LIFSK,U,ZA,nan
M1,BELEG,M1V392477P60,124222,VBAK,M1V392477,LIFSK,U,ZA,nan
M1,BELEG,M1V392477P12,124230,VBAK,M1V392477,LIFSK,U,ZA,nan
M1,BELEG,M1V301342P28,124237,VBAK,M1V301342,LIFSK,U,ZA,nan
M1,BELEG,M1V392462P28,124245,VBAK,M1V392462,LIFSK,U,ZA,nan
M1,BELEG,M1V392462P12,124253,VBAK,M1V392462,LIFSK,U,ZA,nan
M1,BELEG,M1V392491P28,124260,VBAK,M1V392491,LIFSK,U,ZA,nan
M1,BELEG,M1V392491P12,124267,VBAK,M1V392491,LIFSK,U,ZA,nan
M1,BELEG,M1V392491P3,124274,VBAK,M1V392491,LIFSK,U,ZA,nan
M1,BELEG,M1V392501P3,124281,VBAK,M1V392501,LIFSK,U,ZA,nan
M1,BELEG,M1V392496P3,124296,VBAK,M1V392496,LIFSK,U,ZA,nan
M1,BELEG,M1V392494P12,124303,VBAK,M1V392494,LIFSK,U,ZA,nan
M1,BELEG,M1V392494P3,124310,VBAK,M1V392494,LIFSK,U,ZA,nan
M1,BELEG,M1V392484P3995,124317,VBAK,M1V392484,LIFSK,U,ZA,nan
M1,BELEG,M1V392484P3423,124324,VBAK,M1V392484,LIFSK,U,ZA,nan
M1,BELEG,M1V391378P80,124332,VBAK,M1V391378,LIFSK,U,ZA,nan
M1,BELEG,M1V301251P51,124340,VBAK,M1V301251,LIFSK,U,ZA,nan
M1,BELEG,M1V391375P18,124355,VBAK,M1V391375,LIFSK,U,ZA,nan
M1,BELEG,M1V391380P60,124362,VBAK,M1V391380,LIFSK,U,ZA,nan
M1,BELEG,M1V391380P51,124369,VBAK,M1V391380,LIFSK,U,ZA,nan
M1,BELEG,M1V391379P3,124376,VBAK,M1V391379,LIFSK,U,ZA,nan
M1,BELEG,M1V391378P160,124384,VBAK,M1V391378,LIFSK,U,ZA,nan
M1,BELEG,M1V391361P18,124392,VBAK,M1V391361,LIFSK,U,ZA,nan
M1,BELEG,M1V391370P12,124399,VBAK,M1V391370,LIFSK,U,ZA,nan
M1,BELEG,M1V301252P90,124406,VBAK,M1V301252,LIFSK,U,ZA,nan
M1,BELEG,M1V391412P3,124414,VBAK,M1V391412,LIFSK,U,ZA,nan
M1,BELEG,M1V301252P80,124421,VBAK,M1V301252,LIFSK,U,ZA,nan
M1,BELEG,M1V391388P12,124429,VBAK,M1V391388,LIFSK,U,ZA,nan
M1,BELEG,M1V391392P12,124437,VBAK,M1V391392,LIFSK,U,ZA,nan
M1,BELEG,M1V391389P90,124445,VBAK,M1V391389,LIFSK,U,ZA,nan
M1,BELEG,M1V390514P44,124452,VBAK,M1V390514,LIFSK,U,ZA,nan
M1,BELEG,M1V390514P18,124459,VBAK,M1V390514,LIFSK,U,ZA,nan
M1,BELEG,M1V390514P12,124466,VBAK,M1V390514,LIFSK,U,ZA,nan
M1,BELEG,M1V390513P3,124479,VBAK,M1V390513,LIFSK,U,ZA,nan
M1,BELEG,M1V301161P3,124487,VBAK,M1V301161,LIFSK,U,ZA,nan
M1,BELEG,M1V390486P2820,124495,VBAK,M1V390486,LIFSK,U,ZA,nan
M1,BELEG,M1V390498P12,124503,VBAK,M1V390498,LIFSK,U,ZA,nan
M1,BELEG,M1V390496P18,124510,VBAK,M1V390496,LIFSK,U,ZA,nan
M1,BELEG,M1V390496P12,124518,VBAK,M1V390496,LIFSK,U,ZA,nan
M1,BELEG,M1V391357P865,124532,VBAK,M1V391357,LIFSK,U,ZA,nan
M1,BELEG,M1V390534P110,124540,VBAK,M1V390534,LIFSK,U,ZA,nan
M1,BELEG,M1V390534P100,124548,VBAK,M1V390534,LIFSK,U,ZA,nan
M1,BELEG,M1V390534P90,124556,VBAK,M1V390534,LIFSK,U,ZA,nan
M1,BELEG,M1V390534P80,124564,VBAK,M1V390534,LIFSK,U,ZA,nan
M1,BELEG,M1V390514P100,124571,VBAK,M1V390514,LIFSK,U,ZA,nan
M1,BELEG,M1V390514P90,124578,VBAK,M1V390514,LIFSK,U,ZA,nan
M1,BELEG,M1V390514P80,124585,VBAK,M1V390514,LIFSK,U,ZA,nan
M1,BELEG,M1V390514P70,124592,VBAK,M1V390514,LIFSK,U,ZA,nan
M1,BELEG,M1V390514P60,124599,VBAK,M1V390514,LIFSK,U,ZA,nan
M1,BELEG,M1V390527P36,124606,VBAK,M1V390527,LIFSK,U,ZA,nan
M1,BELEG,M1V390524P3,124614,VBAK,M1V390524,LIFSK,U,ZA,nan
M1,BELEG,M1V391500P18,124621,VBAK,M1V391500,LIFSK,U,ZA,nan
M1,BELEG,M1V391500P12,124628,VBAK,M1V391500,LIFSK,U,ZA,nan
M1,BELEG,M1V391500P3,124635,VBAK,M1V391500,LIFSK,U,ZA,nan
M1,BELEG,M1V391490P12,124648,VBAK,M1V391490,LIFSK,U,ZA,nan
M1,BELEG,M1V391490P3,124656,VBAK,M1V391490,LIFSK,U,ZA,nan
M1,BELEG,M1V391537P3,124670,VBAK,M1V391537,LIFSK,U,ZA,nan
M1,BELEG,M1V391536P3,124677,VBAK,M1V391536,LIFSK,U,ZA,nan
M1,BELEG,M1V391525P12,124684,VBAK,M1V391525,LIFSK,U,ZA,nan
M1,BELEG,M1V391518P70,124692,VBAK,M1V391518,LIFSK,U,ZA,nan
M1,BELEG,M1V391518P60,124700,VBAK,M1V391518,LIFSK,U,ZA,nan
M1,BELEG,M1V301253P36,124707,VBAK,M1V301253,LIFSK,U,ZA,nan
M1,BELEG,M1V391423P12,124714,VBAK,M1V391423,LIFSK,U,ZA,nan
M1,BELEG,M1V301253P28,124721,VBAK,M1V301253,LIFSK,U,ZA,nan
M1,BELEG,M1V391436P18,124728,VBAK,M1V391436,LIFSK,U,ZA,nan
M1,BELEG,M1V391436P12,124735,VBAK,M1V391436,LIFSK,U,ZA,nan
M1,BELEG,M1V301252P110,124743,VBAK,M1V301252,LIFSK,U,ZA,nan
M1,BELEG,M1V391420P28,124750,VBAK,M1V391420,LIFSK,U,ZA,nan
M1,BELEG,M1V301252P100,124757,VBAK,M1V301252,LIFSK,U,ZA,nan
M1,BELEG,M1V391421P250,124764,VBAK,M1V391421,LIFSK,U,ZA,nan
M1,BELEG,M1V391465P3,124771,VBAK,M1V391465,LIFSK,U,ZA,nan
M1,BELEG,M1V391478P12,124779,VBAK,M1V391478,LIFSK,U,ZA,nan
M1,BELEG,M1V391476P12,124786,VBAK,M1V391476,LIFSK,U,ZA,nan
M1,BELEG,M1V391446P3,124793,VBAK,M1V391446,LIFSK,U,ZA,nan
M1,BELEG,M1V391442P44,124801,VBAK,M1V391442,LIFSK,U,ZA,nan
M1,BELEG,M1V391441P12,124808,VBAK,M1V391441,LIFSK,U,ZA,nan
M1,BELEG,M1V391455P3,124822,VBAK,M1V391455,LIFSK,U,ZA,nan
M1,BELEG,M1V387033P60,124830,VBAK,M1V387033,LIFSK,U,ZA,nan
M1,BELEG,M1V387041P12,124838,VBAK,M1V387041,LIFSK,U,ZA,nan
M1,BELEG,M1V387033P130,124846,VBAK,M1V387033,LIFSK,U,ZA,nan
M1,BELEG,M1V387033P110,124854,VBAK,M1V387033,LIFSK,U,ZA,nan
M1,BELEG,M1V387028P2141,124862,VBAK,M1V387028,LIFSK,U,ZA,nan
M1,BELEG,M1V387052P18,124869,VBAK,M1V387052,LIFSK,U,ZA,nan
M1,BELEG,M1V387056P130,124877,VBAK,M1V387056,LIFSK,U,ZA,nan
M1,BELEG,M1V387056P90,124884,VBAK,M1V387056,LIFSK,U,ZA,nan
M1,BELEG,M1V387042P130,124892,VBAK,M1V387042,LIFSK,U,ZA,nan
M1,BELEG,M1V387051P18,124900,VBAK,M1V387051,LIFSK,U,ZA,nan
M1,BELEG,M1V387050P3,124907,VBAK,M1V387050,LIFSK,U,ZA,nan
M1,BELEG,M1V387049P12,124914,VBAK,M1V387049,LIFSK,U,ZA,nan
M1,BELEG,M1V300717P70,124922,VBAK,M1V300717,LIFSK,U,ZA,nan
M1,BELEG,M1V386149P3,124929,VBAK,M1V386149,LIFSK,U,ZA,nan
M1,BELEG,M1V387014P18,124951,VBAK,M1V387014,LIFSK,U,ZA,nan
M1,BELEG,M1V386165P28,124958,VBAK,M1V386165,LIFSK,U,ZA,nan
M1,BELEG,M1V386165P18,124965,VBAK,M1V386165,LIFSK,U,ZA,nan
M1,BELEG,M1V386165P3,124972,VBAK,M1V386165,LIFSK,U,ZA,nan
M1,BELEG,M1V300717P90,124980,VBAK,M1V300717,LIFSK,U,ZA,nan
M1,BELEG,M1V386161P865,124987,VBAK,M1V386161,LIFSK,U,ZA,nan
M1,BELEG,M1V300717P80,124995,VBAK,M1V300717,LIFSK,U,ZA,nan
M1,BELEG,M1V386166P36,125002,VBAK,M1V386166,LIFSK,U,ZA,nan
M1,BELEG,M1V386166P28,125009,VBAK,M1V386166,LIFSK,U,ZA,nan
M1,BELEG,M1V386165P36,125016,VBAK,M1V386165,LIFSK,U,ZA,nan
M1,BELEG,M1V387132P865,125023,VBAK,M1V387132,LIFSK,U,ZA,nan
M1,BELEG,M1V387131P865,125030,VBAK,M1V387131,LIFSK,U,ZA,nan
M1,BELEG,M1V387130P3423,125037,VBAK,M1V387130,LIFSK,U,ZA,nan
M1,BELEG,M1V387128P1427,125056,VBAK,M1V387128,LIFSK,U,ZA,nan
M1,BELEG,M1V387114P1427,125070,VBAK,M1V387114,LIFSK,U,ZA,nan
M1,BELEG,M1V387126P2820,125078,VBAK,M1V387126,LIFSK,U,ZA,nan
M1,BELEG,M1V300819P12,125086,VBAK,M1V300819,LIFSK,U,ZA,nan
M1,BELEG,M1V387124P3,125093,VBAK,M1V387124,LIFSK,U,ZA,nan
M1,BELEG,M1V387119P36,125101,VBAK,M1V387119,LIFSK,U,ZA,nan
M1,BELEG,M1V387166P865,125108,VBAK,M1V387166,LIFSK,U,ZA,nan
M1,BELEG,M1V387164P18,125122,VBAK,M1V387164,LIFSK,U,ZA,nan
M1,BELEG,M1V387161P18,125129,VBAK,M1V387161,LIFSK,U,ZA,nan
M1,BELEG,M1V387161P12,125136,VBAK,M1V387161,LIFSK,U,ZA,nan
M1,BELEG,M1V387179P18,125144,VBAK,M1V387179,LIFSK,U,ZA,nan
M1,BELEG,M1V387179P3,125152,VBAK,M1V387179,LIFSK,U,ZA,nan
M1,BELEG,M1V387172P865,125159,VBAK,M1V387172,LIFSK,U,ZA,nan
M1,BELEG,M1V387148P12,125166,VBAK,M1V387148,LIFSK,U,ZA,nan
M1,BELEG,M1V387147P3118,125173,VBAK,M1V387147,LIFSK,U,ZA,nan
M1,BELEG,M1V387088P12,125195,VBAK,M1V387088,LIFSK,U,ZA,nan
M1,BELEG,M1V387085P3,125203,VBAK,M1V387085,LIFSK,U,ZA,nan
M1,BELEG,M1V387062P12,125210,VBAK,M1V387062,LIFSK,U,ZA,nan
M1,BELEG,M1V387075P44,125218,VBAK,M1V387075,LIFSK,U,ZA,nan
M1,BELEG,M1V387075P36,125226,VBAK,M1V387075,LIFSK,U,ZA,nan
M1,BELEG,M1V387068P3,125233,VBAK,M1V387068,LIFSK,U,ZA,nan
M1,BELEG,M1V387067P36,125240,VBAK,M1V387067,LIFSK,U,ZA,nan
M1,BELEG,M1V387104P865,125248,VBAK,M1V387104,LIFSK,U,ZA,nan
M1,BELEG,M1V387114P865,125255,VBAK,M1V387114,LIFSK,U,ZA,nan
M1,BELEG,M1V387112P12,125263,VBAK,M1V387112,LIFSK,U,ZA,nan
M1,BELEG,M1V387112P3,125270,VBAK,M1V387112,LIFSK,U,ZA,nan
M1,BELEG,M1V300814P12,125278,VBAK,M1V300814,LIFSK,U,ZA,nan
M1,BELEG,M1V387097P12,125285,VBAK,M1V387097,LIFSK,U,ZA,nan
M1,BELEG,M1V385995P18,125293,VBAK,M1V385995,LIFSK,U,ZA,nan
M1,BELEG,M1V385995P12,125300,VBAK,M1V385995,LIFSK,U,ZA,nan
M1,BELEG,M1V386006P12,125307,VBAK,M1V386006,LIFSK,U,ZA,nan
M1,BELEG,M1V300707P70,125314,VBAK,M1V300707,LIFSK,U,ZA,nan
M1,BELEG,M1V385985P140,125321,VBAK,M1V385985,LIFSK,U,ZA,nan
M1,BELEG,M1V385985P130,125328,VBAK,M1V385985,LIFSK,U,ZA,nan
M1,BELEG,M1V385985P120,125335,VBAK,M1V385985,LIFSK,U,ZA,nan
M1,BELEG,M1V385985P44,125342,VBAK,M1V385985,LIFSK,U,ZA,nan
M1,BELEG,M1V385985P12,125349,VBAK,M1V385985,LIFSK,U,ZA,nan
M1,BELEG,M1V385985P3,125356,VBAK,M1V385985,LIFSK,U,ZA,nan
M1,BELEG,M1V385985P150,125363,VBAK,M1V385985,LIFSK,U,ZA,nan
M1,BELEG,M1V386034P44,125370,VBAK,M1V386034,LIFSK,U,ZA,nan
M1,BELEG,M1V386034P36,125377,VBAK,M1V386034,LIFSK,U,ZA,nan
M1,BELEG,M1V386038P3,125384,VBAK,M1V386038,LIFSK,U,ZA,nan
M1,BELEG,M1V300708P18,125391,VBAK,M1V300708,LIFSK,U,ZA,nan
M1,BELEG,M1V386014P865,125398,VBAK,M1V386014,LIFSK,U,ZA,nan
M1,BELEG,M1V386008P12,125405,VBAK,M1V386008,LIFSK,U,ZA,nan
M1,BELEG,M1V386008P3,125412,VBAK,M1V386008,LIFSK,U,ZA,nan
M1,BELEG,M1V386020P12,125420,VBAK,M1V386020,LIFSK,U,ZA,nan
M1,BELEG,M1V386020P3,125427,VBAK,M1V386020,LIFSK,U,ZA,nan
M1,BELEG,M1V386015P36,125435,VBAK,M1V386015,LIFSK,U,ZA,nan
M1,BELEG,M1V385939P36,125443,VBAK,M1V385939,LIFSK,U,ZA,nan
M1,BELEG,M1V385938P12,125450,VBAK,M1V385938,LIFSK,U,ZA,nan
M1,BELEG,M1V385936P70,125457,VBAK,M1V385936,LIFSK,U,ZA,nan
M1,BELEG,M1V385947P3,125464,VBAK,M1V385947,LIFSK,U,ZA,nan
M1,BELEG,M1V385941P1427,125478,VBAK,M1V385941,LIFSK,U,ZA,nan
M1,BELEG,M1V385941P865,125485,VBAK,M1V385941,LIFSK,U,ZA,nan
M1,BELEG,M1V385923P110,125492,VBAK,M1V385923,LIFSK,U,ZA,nan
M1,BELEG,M1V385931P12,125500,VBAK,M1V385931,LIFSK,U,ZA,nan
M1,BELEG,M1V385969P12,125507,VBAK,M1V385969,LIFSK,U,ZA,nan
M1,BELEG,M1V385960P51,125522,VBAK,M1V385960,LIFSK,U,ZA,nan
M1,BELEG,M1V385960P12,125530,VBAK,M1V385960,LIFSK,U,ZA,nan
M1,BELEG,M1V386097P3,125538,VBAK,M1V386097,LIFSK,U,ZA,nan
M1,BELEG,M1V386104P18,125545,VBAK,M1V386104,LIFSK,U,ZA,nan
M1,BELEG,M1V386102P3,125552,VBAK,M1V386102,LIFSK,U,ZA,nan
M1,BELEG,M1V386087P3,125559,VBAK,M1V386087,LIFSK,U,ZA,nan
M1,BELEG,M1V386091P865,125566,VBAK,M1V386091,LIFSK,U,ZA,nan
M1,BELEG,M1V386056P44,125580,VBAK,M1V386056,LIFSK,U,ZA,nan
M1,BELEG,M1V386056P36,125587,VBAK,M1V386056,LIFSK,U,ZA,nan
M1,BELEG,M1V386056P28,125595,VBAK,M1V386056,LIFSK,U,ZA,nan
M1,BELEG,M1V386055P18,125610,VBAK,M1V386055,LIFSK,U,ZA,nan
M1,BELEG,M1V300712P3,125618,VBAK,M1V300712,LIFSK,U,ZA,nan
M1,BELEG,M1V386049P36,125625,VBAK,M1V386049,LIFSK,U,ZA,nan
M1,BELEG,M1V386049P60,125646,VBAK,M1V386049,LIFSK,U,ZA,nan
M1,BELEG,M1V386070P865,125653,VBAK,M1V386070,LIFSK,U,ZA,nan
M1,BELEG,M1V386076P3,125660,VBAK,M1V386076,LIFSK,U,ZA,nan
M1,BELEG,M1V300712P60,125668,VBAK,M1V300712,LIFSK,U,ZA,nan
M1,BELEG,M1V388273P12,125676,VBAK,M1V388273,LIFSK,U,ZA,nan
M1,BELEG,M1V388277P70,125684,VBAK,M1V388277,LIFSK,U,ZA,nan
M1,BELEG,M1V388266P90,125692,VBAK,M1V388266,LIFSK,U,ZA,nan
M1,BELEG,M1V388260P3,125700,VBAK,M1V388260,LIFSK,U,ZA,nan
M1,BELEG,M1V388268P12,125707,VBAK,M1V388268,LIFSK,U,ZA,nan
M1,BELEG,M1V388268P3,125714,VBAK,M1V388268,LIFSK,U,ZA,nan
